"","y","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30"
"347",-77.4783,1.0024,0.4273,1.3172,2.3819,-0.5623,0.6792,0.0012,0.4509,0.3111,-0.5667,12.06,18.9,73.016,496.9369,0.0839,0.0579,0.0075,0.0085,0.1555,0.0605,1.7737,0.5581,1.1187,1.9484,0.1378,1.6305,0.3641,0.6938,1.025,0.1373
"150",-48.6618,0.3929,-0.2706,0.7045,1.9183,0.162,0.0474,-0.6769,-0.2227,-0.462,0.1574,13.74,17.91,89.0072,620.2947,0.0794,0.0638,0.0288,0.0133,0.1473,0.0558,0.8213,-0.2289,1.1652,0.4749,0.7681,0.6649,-0.4159,0.7103,-0.5542,0.7676
"391",-3.6902,2.3386,-0.276,0.2881,3.0691,-0.6568,2.0457,-0.6117,-0.5087,1.3182,-0.6628,10.26,12.22,71.1911,407.4078,0.1,0.0754,0.0192,0.0197,0.18,0.0657,4.2154,-0.3086,0.0245,2.7034,-0.5789,4.088,-0.4538,-0.3687,1.8953,-0.5796
"477",-82.0902,0.2238,0.5743,-1.0339,2.6141,0.5267,-0.1197,0.1437,-1.9777,0.1662,0.5213,14.2,20.53,89.8619,544.5407,0.0893,0.1108,0.0506,0.0306,0.1506,0.0601,0.5556,0.7133,-2.4261,1.4529,0.8034,0.3966,0.5098,-2.8913,0.4013,0.8028
"230",-121.1856,-0.8597,-1.2466,2.2551,1.7649,1.8899,-1.1755,-1.678,1.3579,-0.4322,1.8839,12.83,22.33,73.8086,556.8444,0.1088,0.1799,0.1695,0.0686,0.2123,0.0725,-1.5397,-2.4847,2.8508,1.2108,2.7979,-1.6868,-2.6969,2.4041,0.2423,2.7972
"162",-1.3076,-0.3819,1.9181,-0.6572,4.7433,-0.7765,-0.7855,1.5534,-1.75,1.3835,-0.7833,19.19,15.94,137.4885,1234.2881,0.0869,0.1185,0.1193,0.0967,0.1741,0.0518,-0.5126,2.7667,-2.0312,3.9762,-0.9262,-0.7063,2.595,-2.5692,2.6418,-0.9269
"475",-42.9934,0.1789,0.081,0.5483,1.6084,0.1067,-0.1183,-0.2916,-0.2783,-0.2429,0.1011,10.88,15.62,69.9772,436.4158,0.1007,0.1069,0.0512,0.0157,0.1861,0.0684,0.3322,-0.337,0.3232,0.8824,0.787,0.1999,-0.5077,-0.0839,0.0371,0.7864
"498",-53.6417,-1.588,1.1265,1.106,1.3301,0.8009,-1.9135,0.7295,0.2245,-0.822,0.7956,12.47,17.31,87.6486,463.6673,0.0893,0.0763,0.0361,0.0237,0.1526,0.0605,-2.1456,1.4342,0.9846,-0.0772,1.1505,-2.2917,1.2514,0.5497,-1.0289,1.15
"509",-13.6352,0.6389,0.752,-0.8666,3.1763,0.5096,0.2611,0.3793,-1.8685,0.3545,0.5027,16.3,15.7,104.9433,826.1531,0.0943,0.0671,0.0553,0.0456,0.1711,0.0566,1.0012,0.6774,-1.6959,2.1839,1.2564,0.8259,0.5062,-2.1895,1.0119,1.2557
"530",-9.4319,-0.2562,1.0267,1.0059,2.4181,-0.3743,-0.5736,0.6795,0.1404,0.3488,-0.3818,12.07,13.44,78.3502,283.1373,0.11,0.0901,0.0378,0.028,0.1657,0.0661,-0.7832,1.4741,0.9734,1.8501,-0.3864,-0.9259,1.3195,0.5456,0.9271,-0.3873
"566",-184.755,-0.8437,-0.1465,0.9902,4.3025,0.5237,-1.2602,-0.6401,-0.1239,0.7933,0.5159,20.13,28.25,126.9787,1263.7701,0.0978,0.1034,0.144,0.0979,0.1752,0.0553,-1.5223,-0.2273,0.5005,2.6543,1.5518,-1.7223,-0.4726,-0.047,1.2767,1.551
"12",-35.7655,1.4881,-0.7782,0.6338,3.1156,0.6072,1.1268,-1.1696,-0.3583,0.3639,0.6007,15.78,17.89,116.6967,779.2596,0.0971,0.1292,0.0995,0.0661,0.1842,0.0608,2.2349,-1.3073,0.8046,2.447,1.2208,2.0645,-1.4928,0.3138,1.2968,1.2201
"235",-54.2736,1.0665,2.032,1.6555,2.7266,0.0138,0.7774,1.646,0.8925,1.0939,0.0101,9.567,15.91,49.3216,205.7948,0.0846,0.0409,0.0165,0.0167,0.1551,0.064,1.5679,2.8357,1.6999,2.1344,0.2925,1.4461,2.6623,1.324,1.3718,0.2921
"493",-65.6724,1.5082,0.2783,-0.1644,3.4233,0.1236,1.1197,-0.141,-1.2247,0.296,0.1166,18.01,20.56,116.169,1012.0402,0.1001,0.1289,0.117,0.0776,0.2116,0.0608,1.6272,0.027,-1.0757,1.7016,0.4431,1.4414,-0.1755,-1.5981,0.4355,0.4424
"481",-61.77,1.4221,0.3175,-1.1181,2.155,-0.2333,1.1014,-0.09,-1.9905,0.0595,-0.2384,12.16,18.03,80.9572,377.8187,0.0909,0.0784,0.0292,0.0153,0.1464,0.0628,1.1801,0.3288,-1.8597,1.269,0.0278,1.0365,0.1409,-2.289,0.3372,0.0273
"521",-29.3324,-0.6516,0.1857,1.2435,0.4746,0.6661,-0.9215,-0.1689,0.4847,-1.0841,0.6568,9.295,13.9,56.6067,119.7797,0.1371,0.1225,0.0333,0.0242,0.2197,0.077,-0.8666,0.2175,1.6428,-0.8815,0.6689,-0.9843,0.0592,1.2678,-1.6171,0.6678
"413",-109.1597,-1.2023,1.6406,0.9247,1.3841,0.438,-1.4843,1.1943,0.1589,-0.2197,0.4357,9.397,21.68,79.2865,271.664,0.0797,0.0605,0.0374,0.0051,0.1274,0.0672,-2.0759,2.2869,1.2196,0.3674,1.3578,-2.1958,2.0761,0.845,-0.3831,1.3576
"448",-47.3976,1.8149,2.1076,2.9627,0.9931,0.6162,1.46,1.7075,1.9986,-1.5611,0.6102,14.8,17.66,94.2058,657.618,0.0918,0.0889,0.0407,0.0226,0.1893,0.0589,2.6965,3.7159,3.9453,-1.1318,0.3469,2.5325,3.5308,3.4716,-2.219,0.3463
"459",-150.0625,0.9742,-1.1181,1.689,1.9624,0.8256,0.6361,-1.6084,0.7933,-0.2776,0.82,13,25.13,94.0486,574.1649,0.0837,0.0507,0.0121,0.0176,0.1667,0.0545,0.9435,-1.6319,2.4039,0.2966,2.0262,0.7926,-1.8631,1.9632,-0.6857,2.0256
"229",-138.8674,0.5876,1.3716,2.1242,3.209,1.0861,0.2598,0.9053,1.2365,1.0199,1.0825,12.62,23.97,80.7786,620.3977,0.079,0.0753,0.0544,0.0204,0.1514,0.0602,1.0518,1.2388,2.9555,2.9369,1.9695,0.9044,1.0149,2.5182,1.9724,1.9691
"159",-6.879,-0.4586,0.1125,0.9188,3.8032,-0.4361,-0.783,-0.2304,0.0562,1.7251,-0.4423,12.06,12.74,88.6323,562.3341,0.0931,0.0524,0.0197,0.0196,0.159,0.0591,-0.5984,0.5991,1.0831,3.446,-0.2605,-0.7417,0.4497,0.6579,2.52,-0.2612
"499",-33.074,-0.102,1.3418,0.6797,3.8501,-0.3809,-0.4957,0.9618,-0.3914,0.6249,-0.3869,18.49,17.52,113.0956,1152.1157,0.1012,0.1317,0.1491,0.0918,0.1832,0.067,-0.1891,2.1866,0.5298,2.4608,0.1222,-0.378,2.0045,0.0017,1.1659,0.1216
"285",-33.2862,0.102,1.4791,1.0061,2.6754,-1.6902,-0.2261,1.1163,0.1076,0.4404,-1.6938,12.89,15.7,72.296,533.2031,0.0782,0.0958,0.1115,0.0339,0.1432,0.0594,0.2198,1.5369,0.8547,1.4343,-1.7515,0.0707,1.3668,0.4105,0.4543,-1.7519
"315",-88.4187,-2.4981,-0.1278,1.3291,0.0242,1.7755,-2.7671,-0.559,0.5937,-1.4166,1.7698,8.597,18.6,59.6667,266.4566,0.1074,0.0585,0,0,0.2163,0.0736,-3.2882,-0.2806,1.4317,-0.8729,3.1001,-3.4006,-0.4727,1.0758,-1.5618,3.0994
"179",-118.6668,1.2434,-0.4567,0.7371,1.2527,0.4955,0.8966,-0.9241,-0.1642,-1.0043,0.4934,13.01,22.22,73.7844,433.6331,0.0625,0.0194,0.0016,0.0019,0.1395,0.0523,1.8984,-1.2642,0.7058,-0.1759,1.3483,1.7468,-1.4789,0.2663,-1.1633,1.3481
"283",-27.3613,-1.3516,-0.0116,1.2029,4.0113,0.9512,-1.7541,-0.3977,0.1058,0.671,0.9432,19.4,18.18,139.7627,1014.8121,0.1037,0.1442,0.1626,0.0946,0.1893,0.0589,-1.8438,-0.39,0.9878,2.2476,1.8595,-2.0384,-0.5762,0.448,0.9187,1.8586
"532",-95.0835,1.1062,1.522,-0.0626,1.7461,0.4036,0.7954,1.0951,-0.9152,-0.2509,0.3971,11.67,20.02,70.4567,430.4217,0.1016,0.0945,0.042,0.0216,0.1859,0.0646,1.8408,2.0973,-0.56,0.6482,0.5742,1.7015,1.8968,-0.9807,-0.2498,0.5735
"219",-81.3931,1.2282,2.1668,2.8545,2.7162,-1.6387,0.8193,1.7381,1.7451,-0.7452,-1.6457,19.8,21.56,124.6706,1020.5136,0.0938,0.1306,0.1272,0.0869,0.2094,0.0558,1.8292,2.7883,3.5056,0.3797,-2.5593,1.6319,2.58,2.9607,-0.9847,-2.56
"254",-37.9504,-0.0077,0.5254,2.2395,3.0235,-0.1059,-0.3913,0.1477,1.2054,0.0195,-0.1139,17.3,17.08,97.2991,853.8243,0.1008,0.1041,0.1266,0.0835,0.1813,0.0561,-0.3614,0.8076,2.8225,1.4532,0.3986,-0.5429,0.6281,2.3115,0.2248,0.3978
"272",-9.1408,1.9613,-0.0882,-0.7506,0.7285,-0.0567,1.6529,-0.4312,-1.5838,-1.1992,-0.0631,11.29,13.04,76.4196,198.038,0.0983,0.0761,0.0326,0.0276,0.1769,0.0627,2.7313,-0.3042,-1.3172,-0.731,0.159,2.595,-0.4558,-1.7294,-1.604,0.1583
"93",-25.1188,-0.4794,2.4857,-0.7475,3.8368,0.4677,-0.8212,2.1196,-1.6518,1.5252,0.4636,13.27,14.76,81.0778,585.4621,0.0736,0.0506,0.0326,0.0265,0.1386,0.0532,-1.0684,3.0786,-1.3367,3.9914,0.7262,-1.2214,2.9139,-1.7828,2.9855,0.7258
"156",-57.942,-2.3972,0.6165,0.0309,2.8241,0.4784,-2.7214,0.2126,-0.8386,0.723,0.4739,12.25,17.94,84.6016,328.1409,0.0865,0.0668,0.0388,0.0233,0.197,0.0623,-3.5325,0.6421,-0.4924,2.4951,1.0882,-3.6771,0.4551,-0.9215,1.5601,1.0878
"253",-62.0429,0.9833,1.7064,1.2237,5.1869,-0.5779,0.5821,1.3104,0.1117,1.7558,-0.5846,19.73,19.82,118.6613,1197.8469,0.1062,0.1849,0.2417,0.0974,0.1733,0.067,1.1447,2.3715,1.0314,4.1814,-0.3399,0.9487,2.1761,0.4849,2.8263,-0.3406
"365",-48.226,0.5754,-0.9996,-0.5589,2.8223,-0.2667,0.2332,-1.3966,-1.4713,0.5126,-0.271,13.4,16.95,80.9866,501.3436,0.0794,0.057,0.0218,0.0147,0.165,0.057,1.0641,-0.8385,-1.2729,1.6703,-0.6907,0.9102,-1.0191,-1.7211,0.6645,-0.6912
"447",-177.8613,0.1603,1.0575,0.7949,3.3656,0.0324,-0.2248,0.5693,-0.2594,0.274,0.0251,17.75,28.03,127.5995,930.3628,0.1,0.1314,0.1698,0.0829,0.1713,0.0592,0.0081,1.468,0.3552,2.5345,0.7086,-0.1759,1.2243,-0.1648,1.2797,0.7078
"568",-189.0677,1.2225,0.1165,-1.4564,2.1112,-0.4233,0.8213,-0.3658,-2.601,-1.3965,-0.4312,20.6,29.33,149.2719,1374.896,0.1178,0.277,0.3514,0.152,0.2397,0.0702,1.9941,-0.0153,-2.6693,-0.167,-0.3129,1.7944,-0.2622,-3.2325,-1.545,-0.3139
"511",-16.1739,1.5426,1.8894,-0.6796,4.0825,-0.337,1.231,1.5321,-1.5369,2.0572,-0.3395,11.74,14.69,78.2421,433.9296,0.081,0.0966,0.0673,0.0264,0.1499,0.0676,2.4106,2.2895,-1.43,4.1981,-0.5617,2.2709,2.1259,-1.8537,3.291,-0.5619
"387",-13.7145,1.8334,-1.877,0.43,1.8864,1.3522,1.512,-2.2262,-0.4417,-0.2225,1.3485,12.21,14.09,84.3026,498.0282,0.0811,0.0782,0.0684,0.0253,0.1646,0.0615,2.6944,-2.506,0.484,0.9793,2.3829,2.5504,-2.665,0.0535,0.0424,2.3825
"165",-61.5384,1.5554,1.8987,2.9849,4.773,-0.8412,1.1069,1.4656,1.7828,0.7093,-0.8467,23.27,22.04,156.2876,1729.304,0.0844,0.1145,0.1324,0.097,0.1801,0.0555,2.2798,2.6973,3.8016,3.0077,-0.8048,2.0611,2.4862,3.2159,1.4754,-0.8054
"13",-132.0512,2.1392,-1.3226,0.5682,1.2236,-0.2158,1.7509,-1.7752,-0.549,-2.0786,-0.2191,19.17,24.8,127.6071,944.2941,0.0974,0.2458,0.2065,0.1118,0.2397,0.078,2.5538,-2.1104,0.0301,-1.4277,-0.1095,2.3626,-2.336,-0.5195,-2.7461,-0.1098
"89",-101.7652,-0.3673,1.385,0.3108,2.7349,0.2589,-0.6881,0.9426,-0.5631,0.6199,0.2546,12.36,21.8,92.4456,445.9719,0.0877,0.0945,0.0602,0.0374,0.193,0.064,-0.5343,1.8166,-0.2952,2.3703,0.8966,-0.6792,1.6055,-0.7281,1.4306,0.8962
"168",-52.7803,1.9,1.5483,2.887,4.4382,-0.1541,1.5206,1.1437,1.8672,1.5046,-0.1604,16.78,18.8,104.4074,911.6734,0.0887,0.0918,0.0842,0.0658,0.1893,0.0553,2.0371,1.6317,3.4953,3.5689,0.1642,1.859,1.4398,2.9919,2.3619,0.1636
"312",-15.592,0.0604,-0.7174,-0.5456,2.2259,-0.0078,-0.3031,-1.1015,-1.4946,-0.3123,-0.0125,14.61,15.69,113.5371,469.7815,0.0762,0.0352,0.0145,0.0188,0.1632,0.0526,0.3953,-1.2954,-0.8667,1.0772,0.4472,0.2317,-1.4673,-1.3328,-0.0043,0.4467
"339",-61.1363,-0.1662,0.4432,-0.9303,2.3688,-0.6397,-0.4561,0.0404,-1.7195,0.6493,-0.6463,10.05,17.53,63.8631,307.8142,0.1007,0.0733,0.0251,0.0177,0.189,0.0633,-0.4537,0.7905,-1.4184,1.9642,-0.7685,-0.5793,0.606,-1.8075,1.1677,-0.7693
"400",-58.5928,1.2158,-0.8999,-0.6147,1.6974,-1.0161,0.8973,-1.2984,-1.4694,-0.3379,-1.0217,11.8,17.26,59.8428,409.9503,0.0909,0.0623,0.0285,0.0164,0.1847,0.0602,1.8152,-1.3389,-1.0553,0.5664,-1.0767,1.6743,-1.5216,-1.4762,-0.3451,-1.0773
"267",-81.8187,0.2574,1.0212,-1.358,3.2316,0.9705,-0.0343,0.6111,-2.1741,1.4143,0.9648,10.6,18.95,66.9679,467.368,0.0969,0.1147,0.0639,0.0264,0.1922,0.0649,0.5605,1.6225,-2.3762,2.7257,1.5662,0.4308,1.4293,-2.7798,1.8927,1.5656
"489",-42.3609,-1.3802,-0.8772,1.4096,1.3697,0.8646,-1.6916,-1.2586,0.5584,-0.6378,0.8563,11.68,16.17,60.9206,484.6641,0.1128,0.0926,0.0428,0.0313,0.1853,0.064,-1.9377,-1.3505,1.3353,0.0568,1.2794,-2.077,-1.5253,0.9141,-0.8449,1.2784
"561",-192.9699,0.8953,0.0961,0.845,2.0738,0.3784,0.554,-0.4038,-0.0902,-0.3373,0.3717,14.05,27.15,82.283,685.8081,0.0993,0.1126,0.0446,0.043,0.1537,0.0617,1.0947,0.0981,0.3547,0.8281,0.8045,0.9368,-0.1433,-0.1078,-0.2114,0.8038
"427",-29.5916,0.6451,0.4838,1.1095,0.7606,-1.0659,0.3532,0.122,0.3029,-1.022,-1.0709,10.48,14.98,70.8201,470.0226,0.0982,0.1013,0.0634,0.0222,0.1925,0.0692,0.8308,0.5093,0.7716,-0.4093,-1.05,0.7019,0.3436,0.3732,-1.2294,-1.0505
"377",-92.8206,0.6285,-1.0748,1.1031,2.2129,-1.799,0.3441,-1.4767,0.29,0.4204,-1.8001,10.57,20.22,67.4643,277.3689,0.0907,0.166,0.228,0.0594,0.2188,0.0845,1.0879,-1.4384,1.4366,1.7416,-1.7401,0.9594,-1.6366,1.0311,0.9172,-1.7402
"134",-7.6464,-0.6231,0.1381,1.892,5.3301,-1.4436,-0.9887,-0.2084,0.9064,2.6128,-1.4504,15.71,13.93,108.2953,672.9287,0.0946,0.0946,0.0714,0.0593,0.1816,0.0572,-0.9266,0.2399,2.4057,4.8064,-1.8105,-1.0971,0.0822,1.9185,3.667,-1.8112
"154",4.1885,-0.7454,1.216,0.9849,1.7486,0.2618,-1.0567,0.8685,0.1564,-0.1628,0.2553,11.15,13.08,86.6843,147.2011,0.0975,0.0511,0.0198,0.0179,0.183,0.061,-0.7664,1.5922,0.9153,1.1669,1.1117,-0.9021,1.4401,0.5069,0.2997,1.111
"248",-15.0728,-1.2385,0.3634,1.328,1.9519,-0.705,-1.5608,0.0248,0.4262,-0.2714,-0.7093,12.89,14.11,81.0648,669.3563,0.0876,0.1346,0.1374,0.0398,0.1596,0.0641,-1.5753,-0.0575,1.8451,1.1523,-1.2427,-1.7237,-0.2153,1.3987,0.176,-1.2431
"306",-152.959,-0.6352,0.3671,1.6815,3.6919,0.0467,-0.9519,-0.1137,0.8314,1.6933,0.0436,11.6,24.49,71.9263,552.9663,0.0747,0.0569,0.0197,0.0131,0.1935,0.0588,-1.0636,0.3153,2.2719,3.5834,0.1242,-1.2029,0.0878,1.8538,2.6847,0.1239
"153",-49.6911,0.4739,-0.4519,1.4395,1.7004,-0.7621,0.2019,-0.7794,0.6689,0.0182,-0.7643,9.731,15.34,55.0234,256.0927,0.1072,0.1599,0.4108,0.0786,0.2548,0.093,1.1317,-0.7115,1.5614,1.6324,-0.0865,1.0107,-0.8734,1.1754,0.8486,-0.0868
"185",-99.5006,-0.5219,-0.2737,0.4412,1.9701,0.3476,-0.8804,-0.7239,-0.5354,-0.6541,0.3426,15.28,22.41,106.6735,425.4228,0.0906,0.1052,0.0538,0.0326,0.1727,0.0632,-0.7631,-0.6282,0.0369,0.2681,0.7531,-0.9303,-0.8431,-0.4438,-0.8413,0.7526
"370",-66.9524,-0.0749,0.1878,2.4297,4.0996,2.0893,-0.4999,-0.2307,1.2552,0.2926,2.0815,22.01,21.9,149.9107,1370.2059,0.1063,0.1954,0.2448,0.1501,0.1824,0.0614,-0.0151,0.1123,2.1577,2.1205,3.6728,-0.2249,-0.0959,1.5816,0.6587,3.672
"44",-73.1481,-1.0318,0.5468,0.4816,2.0811,1.2781,-1.3584,0.1278,-0.428,-0.2094,1.2718,13.28,20.28,83.2563,544.5895,0.1041,0.1436,0.0985,0.0616,0.1974,0.0678,-1.3405,0.7415,0.1704,0.9609,2.1468,-1.4918,0.5404,-0.2816,-0.0391,2.1461
"289",-86.312,1.5911,1.8029,1.3695,2.7994,-1.671,1.2899,1.3866,0.5345,0.8651,-1.6744,11.26,19.96,63.2885,533.3377,0.0802,0.1181,0.0927,0.0559,0.2595,0.0623,2.2389,2.2757,1.6152,2.1879,-2.2425,2.1036,2.0766,1.1994,1.311,-2.2428
"180",-9.6423,0.1049,-0.8079,2.427,3.6609,-0.4995,-0.2336,-1.1597,1.537,1.4435,-0.5043,12.81,13.06,77.402,381.6841,0.0874,0.0377,0.0092,0.0133,0.1466,0.0613,0.2884,-0.8432,3.368,3.967,0.0031,0.1387,-0.9953,2.9307,2.993,0.0026
"299",-47.7157,-0.2762,0.6637,0.9246,2.4026,2.6863,-0.631,0.2532,-0.0188,-0.0731,2.6843,14.26,18.17,103.9438,590.1184,0.0658,0.0522,0.0248,0.0137,0.1635,0.0559,-0.3259,0.9729,1.0288,0.8377,3.747,-0.4865,0.784,0.5661,-0.2234,3.7468
"186",-46.5597,0.5395,-1.9083,-0.2259,0.2114,-0.4225,0.2437,-2.293,-1.0195,-1.5292,-0.4283,10.08,15.11,56.9463,76.7232,0.0927,0.047,0.0016,0.0024,0.1703,0.0605,0.3781,-3.1695,-0.8059,-1.2688,-0.2072,0.2517,-3.3375,-1.1933,-2.0727,-0.2078
"444",-65.9848,-0.7864,2.55,0.2023,2.8507,0.1742,-1.0903,2.1361,-0.6046,1.053,0.1697,10.57,18.32,67.6433,390.6644,0.0814,0.0446,0.0199,0.0111,0.2372,0.0577,-1.2835,3.5599,-0.1668,2.2541,0.1709,-1.4143,3.37,-0.5634,1.4274,0.1705
"455",-56.8871,1.9666,2.493,2.0117,2.4977,-0.4572,1.6347,2.0961,1.1289,0.32,-0.4624,12.62,17.15,73.5648,405.3869,0.0858,0.0543,0.0297,0.0227,0.1799,0.0583,2.505,3.6483,2.4323,1.8777,-0.3382,2.3572,3.4665,1.9969,0.9165,-0.3387
"75",-50.5645,0.4435,2.5768,0.6735,1.6035,0.0909,0.1188,2.1887,-0.2013,-0.525,0.0849,12.31,16.52,94.1293,356.287,0.0917,0.0683,0.0337,0.0227,0.172,0.0591,0.723,3.6982,0.3515,1.0327,-0.0159,0.578,3.5208,-0.0801,0.0887,-0.0165
"432",-52.0551,0.6309,0.385,0.7414,1.9444,-0.0012,0.3151,-0.0077,-0.1444,-0.176,-0.007,12.4,17.68,84.2912,463.5048,0.1054,0.1316,0.0774,0.028,0.1811,0.071,0.7704,0.6432,0.3903,0.5301,0.1222,0.6258,0.4587,-0.0472,-0.4112,0.1215
"419",8.3333,0.3648,0.2799,-0.1943,3.6739,0.6376,0.0325,-0.0536,-1.0781,1.4888,0.633,12.7,12.17,96.6427,524.0597,0.0878,0.0579,0.0236,0.024,0.1583,0.0628,0.5662,0.2699,-0.7775,3.7752,1.1039,0.4179,0.1252,-1.2136,2.812,1.1034
"249",-158.1155,0.2536,2.0284,1.3595,-0.3881,1.1237,-0.0459,1.5417,0.5475,-2.2073,1.1177,10.65,25.22,66.5351,325.8385,0.0966,0.0723,0.0238,0.0162,0.1897,0.0633,0.5637,2.0368,1.1715,-2.0479,2.0251,0.4327,1.8053,0.7714,-2.8815,2.0245
"122",-27.1832,-1.4792,1.0807,0.257,4.1752,0.4382,-1.878,0.7051,-0.8153,0.9378,0.4307,18.66,17.12,126.6197,1299.745,0.1054,0.11,0.1457,0.0866,0.1966,0.0621,-2.3234,1.9225,0.0171,2.8626,0.4448,-2.5138,1.743,-0.5113,1.5638,0.444
"112",-102.2284,0.2262,1.8196,2.0573,0.685,1.9142,-0.0945,1.3966,1.1755,-1.4652,1.9093,12.63,20.76,75.1239,578.6475,0.0993,0.1209,0.1065,0.0602,0.1735,0.0707,0.5223,2.5576,2.361,-0.9136,3.2402,0.3757,2.3538,1.9223,-1.8651,3.2397
"520",-33.7278,-0.592,-0.9207,0.5659,1.8335,0.6121,-0.9157,-1.3097,-0.3252,-0.3426,0.6043,12.75,16.7,78.3794,455.2521,0.1125,0.1117,0.0388,0.03,0.212,0.0662,-0.9018,-1.8259,0.334,0.5691,1.1742,-1.0495,-2.0045,-0.1063,-0.3922,1.1733
"236",-93.9523,-0.9362,1.5701,1.1908,3.1982,0.7752,-1.2845,1.1213,0.257,0.7807,0.7693,14.03,21.25,86.2692,625.1012,0.0907,0.0694,0.0146,0.019,0.1517,0.0584,-1.3849,1.9216,1.5153,1.7852,1.4978,-1.5434,1.713,1.0562,0.7436,1.4972
"240",-426.7441,1.0607,0.5945,0.6827,0.5277,-0.0586,0.6788,0.0054,-0.3525,-2.4639,-0.0655,17.46,39.28,104.0549,845.1334,0.0981,0.1298,0.1417,0.0881,0.1809,0.0597,0.9625,0.402,0.3323,-1.9508,-0.0665,0.7804,0.1053,-0.1794,-3.1755,-0.0672
"193",-70.9376,0.7227,-0.1654,0.483,2.5412,0.0257,0.4262,-0.5923,-0.2962,0.8845,0.0248,9.72,18.22,68.1237,308.8415,0.0695,0.0234,0,0,0.1653,0.0645,1.4373,-0.041,0.476,2.3283,0.3648,1.3138,-0.2306,0.0981,1.5563,0.3647
"395",-57.803,0.1501,3.0524,2.467,1.281,-0.7559,-0.1665,2.6533,1.6017,-0.7873,-0.7632,12.1,17.72,89.2368,597.6118,0.1029,0.0976,0.0478,0.0333,0.1937,0.0616,0.45,4.3208,3.5679,0.348,-0.3069,0.3073,4.1355,3.1395,-0.5754,-0.3077
"484",-55.4602,0.2409,1.065,0.4231,1.3069,-1.9442,-0.101,0.6663,-0.4959,-1.0413,-1.9511,13.7,17.64,79.2633,617.1158,0.0995,0.0796,0.0455,0.0316,0.1732,0.0609,0.0758,1.8237,4e-04,-0.6272,-2.8278,-0.08,1.6388,-0.4534,-1.6462,-2.8285
"205",-66.3735,-0.3595,1.7894,2.9856,2.2985,0.3506,-0.6801,1.3864,2.1046,0.1471,0.3443,12.47,18.6,90.1073,415.9842,0.0996,0.1058,0.08,0.0382,0.1925,0.0637,-0.6682,2.9133,4.056,1.5917,0.7034,-0.8137,2.7227,3.6196,0.6394,0.7027
"548",-53.8177,0.3105,-0.4009,3.0035,2.0824,-1.3273,0.0186,-0.7872,2.2076,0.3321,-1.3312,10.26,16.58,65.1699,525.2128,0.0888,0.0807,0.0436,0.0244,0.1669,0.0671,0.2014,-0.5216,3.8635,1.2825,-0.9549,0.0741,-0.6992,3.4701,0.4751,-0.9553
"59",-76.0627,-0.2006,1.8346,0.9026,2.1592,1.807,-0.5424,1.3978,2e-04,-0.0942,1.802,13.05,19.31,82.759,597.6873,0.0806,0.0379,7e-04,0.0042,0.1819,0.055,-0.2742,3.2147,0.3739,0.9882,2.8741,-0.4257,3.0179,-0.0671,0.001,2.8736
"355",-25.1909,-0.6061,-0.1714,2.7901,1.5866,-0.1027,-0.9152,-0.5252,1.9582,-0.3334,-0.105,11.14,14.07,65.0039,257.9353,0.0727,0.0606,0.045,0.0147,0.169,0.0608,-1.0225,-0.4489,3.8176,1.1629,0.0041,-1.1578,-0.6082,3.408,0.2929,0.0038
"536",-66.9751,1.3559,0.6041,-0.2226,3.2848,0.4071,0.9443,0.193,-1.3601,-0.2857,0.3998,20.55,20.86,128.4335,1347.7208,0.1046,0.1739,0.2085,0.1322,0.2127,0.0625,1.3357,0.8244,-1.0126,0.9831,0.8951,1.1344,0.6219,-1.572,-0.4126,0.8943
"342",-62.9658,-0.1585,2.2391,-0.2558,1.9437,0.1789,-0.4381,1.8577,-1.0258,0.314,0.1764,9.606,16.84,52.7592,193.7194,0.0848,0.0923,0.0842,0.0229,0.2036,0.0712,-0.1462,3.0543,-0.7789,1.5914,0.5124,-0.2674,2.8757,-1.1593,0.8288,0.5121
"259",-120.2297,-0.4645,1.4825,1.6926,1.2061,1.8974,-0.8045,1.0572,0.6799,-1.5251,1.8926,15.66,23.2,118.1826,721.4401,0.1109,0.3114,0.3176,0.1377,0.2495,0.081,-0.3949,1.9935,1.6975,-0.9169,3.1401,-0.561,1.7791,1.1935,-2.0616,3.1395
"33",-147.6246,0.5891,0.5421,1.689,4.243,-0.3891,0.2153,0.1016,0.6616,1.2916,-0.3985,17.02,23.98,90.7619,916.2354,0.1197,0.1496,0.2417,0.1203,0.2248,0.0638,0.3093,0.7038,1.6402,3.3546,-0.1049,0.1306,0.4834,1.1303,2.1417,-0.1059
"157",-68.6711,-1.0988,1.225,0.0394,3.3309,0.1639,-1.4785,0.8126,-1.0116,0.271,0.1554,17.68,20.74,120.5295,1028.6264,0.1115,0.1665,0.1855,0.1054,0.1971,0.0617,-1.7896,1.4361,-0.9758,1.5519,0.4726,-1.9724,1.2339,-1.4956,0.3062,0.4716
"27",-105.8792,2.0301,0.4993,1.5896,1.3662,0.6927,1.6915,0.073,0.6322,-1.1256,0.6865,14.58,21.53,80.0355,597.5713,0.1054,0.1868,0.1425,0.0878,0.2252,0.0692,2.6934,0.4608,2.1095,-0.3633,1.3384,2.5329,0.2529,1.6334,-1.4308,1.3377
